"type","language","filename","graph","reordering","NES","NWES","time","bandwidth","profile","span","avgwavefront","RMSwavefront","reachtime","peaknodes"
performance,"PNML","spec/PNML/closed_system1.pnml","none","none",,,0,,,,,,"4.780",
statistics,"PNML","spec/PNML/MAPK-40.pnml","bipartite","Noack1","0.203","0.239","0.000","46","1652","480","15.62","17.19","36.070","94788"
performance,"PNML","spec/PNML/closed_system4.pnml","total","vcm",,,"0.000",,,,,,"8.080","36568"
statistics,"PNML","spec/PNML/erk-000010.pnml","bipartite","vcm","0.463","0.708","0.000","7","145","192","5.59","5.89","0.090","2021"
performance,"PNML","spec/PNML/5-10_phaseVariation.pnml","bipartite","f",,,"0.010",,,,,,"9.640","12933"
performance,"PNML","spec/PNML/TokenRing-15-unfolded.pnml","bipartite","bcm",,,"0.050",,,,,,"101.790","14447"
performance,"PNML","spec/PNML/raft_09.pnml","none","none",,,0,,,,,,"91.270",
statistics,"PNML","spec/PNML/RAS-C-100.pnml","total","vcm","0.0132583","0.0134734","0.210","31","47352","71495","15.71439","16.03727","0.710","5338"
performance,"PNML","spec/PNML/FMS-50.pnml","bipartite","vgps",,,"0.000",,,,,,"40.420","237080"
performance,"PNML","spec/PNML/HouseConstruction-002.pnml","bipartite","vcm",,,"0.000",,,,,,"0.010","588"
statistics,"PNML","spec/PNML/lamport_fmea-3.pnml","total","bk","0.38904","0.53829","0.030","325","177937","244146","113.46","124.413","2.860","19730"
performance,"PNML","spec/PNML/distributeur-01-unfolded-02.pnml","total","vcm",,,"0.000",,,,,,"0.000","154"
performance,"PNML","spec/PNML/Philosophers-10.pnml","bipartite","vacm",,,"0.000",,,,,,"0.010","297"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0032DC0016.pnml","bipartite","vcm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/SwimmingPool-6.pnml","bipartite","bk",,,"0.000",,,,,,"1068.900","487229"
performance,"PNML","spec/PNML/cs_repetitions-3-unfolded.pnml","total","vgps",,,"0.010",,,,,,"88.090","528022"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0032DC0008.pnml","total","bs",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/Philosophers-1000.pnml","bipartite","vcm",,,"1.260",,,,,,"29.190","31977"
statistics,"PNML","spec/PNML/RAS-R-10.pnml","total","vgps","0.149","0.17","0.000","12","1619","2479","8.0802","8.2839","0.020","216"
performance,"PNML","spec/PNML/EnergyBus.pnml","total","bs",,,"135.160",,,,,,"47.810","35237"
performance,"PNML","spec/PNML/Philosophers-100.pnml","bipartite","Noack1",,,"0.010",,,,,,"0.720","3373"
performance,"PNML","spec/PNML/neoelection-2.unf.pnml","bipartite","f",,,"0.020",,,,,,"0.330","5481"
performance,"PNML","spec/PNML/circadian_clock-000001.pnml","total","vgps",,,"0.000",,,,,,"0.000","50"
statistics,"PNML","spec/PNML/closed_system3.pnml","total","vcm","0.12837","0.16096","0.040","175","103489","155130","79.41263","87.59653","7.430","31688"
performance,"PNML","spec/PNML/MAPK-20.pnml","none","none",,,0,,,,,,"396.010",
statistics,"PNML","spec/PNML/FMS-10.pnml","total","vacm","0.216","0.272","0.000","15","1020","1601","10.09","10.54","0.230","5472"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT8192DC2048.pnml","bipartite","vcm",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/Kanban-10.pnml","total","bk","0.332","0.504","0.000","22","971","1397","9.694","11.16","2.820","30051"
performance,"PNML","spec/PNML/dekker-15.pnml","bipartite","bs",,,"0.010",,,,,,"114.070","393147"
performance,"PNML","spec/PNML/RAS-R-10.pnml","total","bs",,,"0.000",,,,,,"0.010","214"
statistics,"PNML","spec/PNML/database2UNFOLD.pnml","total","bcm","0.1809","0.2154","0.000","24","2435","3910","11.994","12.701","0.000","197"
statistics,"PNML","spec/PNML/angiogenesis-01.pnml","bipartite","Noack2","0.2316","0.3053","0.000","102","6015","1182","23.204","25.744","0.020","276"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0512DC0256.pnml","none","none","0.6","1",0,"16","197","80","6.53","7.11","0.000","9"
performance,"PNML","spec/PNML/TokenRing-5-unfolded.pnml","bipartite","bk",,,"0.000",,,,,,"0.040","427"
performance,"PNML","spec/PNML/cs_repetitions-2-unfolded.pnml","total","vgps",,,"0.000",,,,,,"0.050","935"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0256DC0128.pnml","total","vacm","0.53","0.82","0.000","19","595","840","11.45","12.49","0.000","9"
performance,"PNML","spec/PNML/Philosophers-500.pnml","bipartite","vgps",,,"0.330",,,,,,"7.510","15974"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT1024DC0256.pnml","bipartite","bs",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/RAS-R-50.pnml","total","bs",,,"0.000",,,,,,"1.270","4348"
statistics,"PNML","spec/PNML/2D8_gradient_30x30_10.pnml","bipartite","Noack1","0.02543477","0.02776494","0.130","7589","30541626","1126332","512.49251","575.93713","130.630","59292"
performance,"PNML","spec/PNML/rwmutex-r10w10.pnml","bipartite","f",,,"0.000",,,,,,"0.020","656"
statistics,"PNML","spec/PNML/RAS-C-5.pnml","bipartite","Noack2","0.223","0.272","0.000","47","1400","242","16.3","18.48","0.020","214"
statistics,"PNML","spec/PNML/soli0_square5.pnml","bipartite","Noack1","0.2533","0.3449","0.000","123","10601","3140","33.366","36.568","17.720","93234"
statistics,"PNML","spec/PNML/angiogenesis-01.pnml","bipartite","bcm","0.3129","0.4","0.010","27","1974","2946","14.621","15.507","0.020","389"
performance,"PNML","spec/PNML/SafeBus-03-unfolded.pnml","bipartite","Noack1",,,"0.020",,,,,,"0.570","5430"
performance,"PNML","spec/PNML/FMS-10.pnml","none","none",,,0,,,,,,"0.200",
performance,"PNML","spec/PNML/circadian_clock-000010.pnml","bipartite","vgps",,,"0.000",,,,,,"0.020","455"
performance,"PNML","spec/PNML/erk-000100.pnml","bipartite","Noack1",,,"0.000",,,,,,"947.960","546104"
statistics,"PNML","spec/PNML/2-10_phaseVariation.pnml","bipartite","Noack2","0.726","1.24","0.000","78","3935","1469","13.22","13.69","0.150","1758"
statistics,"PNML","spec/PNML/IOTP_c5m4p3d2.pnml","total","vcm","0.1319","0.1512","0.000","36","9886","15245","23.8522","25.2354","3.760","49363"
performance,"PNML","spec/PNML/cs_repetitions-2-unfolded.pnml","bipartite","vacm",,,"0.000",,,,,,"0.040","1554"
performance,"PNML","spec/PNML/galloc_res-3.pnml","total","bk",,,"0.280",,,,,,"0.830","3773"
statistics,"PNML","spec/PNML/BridgeAndVehicles-V20-P20-N20-unfolded.pnml","bipartite","f","0.38517","0.53795","0.020",,,,,,"720.040","176434"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0032DC0008.pnml","bipartite","vacm",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/2D8_gradient_5x5_10.pnml","bipartite","vcm","0.2122","0.2634","0.000","48","4788","5696","22.858","25.96","0.560","1820"
statistics,"PNML","spec/PNML/RAS-C-50.pnml","bipartite","vgps","0.025933","0.026553","0.010","8","3182","4420","5.586","5.64004","0.270","2678"
performance,"PNML","spec/PNML/parking_2_8.pnml","bipartite","bs",,,"0.000",,,,,,"0.490","5576"
performance,"PNML","spec/PNML/circadian_clock-000001.pnml","total","vcm",,,"0.000",,,,,,"0.000","59"
statistics,"PNML","spec/PNML/RAS-C-15.pnml","total","bs","0.08519","0.09169","0.010","34","6705","9192","8.98309","9.09757","0.040","768"
statistics,"PNML","spec/PNML/CircularTrain-048.pnml","total","vcm","0.09766","0.1085","0.000","18","5114","8476","14.2798","14.4988","0.610","10250"
performance,"PNML","spec/PNML/soli0_square5.pnml","bipartite","bcm",,,"0.000",,,,,,"20.150","99180"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT8192DC2048.pnml","bipartite","bcm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/rwmutex-r10w500.pnml","total","vacm",,,"25.070",,,,,,"174.190","516072"
performance,"PNML","spec/PNML/UtahNoC.pnml","total","vgps",,,"0.810",,,,,,"1062.890","108574"
performance,"PNML","spec/PNML/RAS-C-10.pnml","bipartite","bcm",,,"0.000",,,,,,"0.010","478"
performance,"PNML","spec/PNML/MAPK-80.pnml","bipartite","f",,,"0.000",,,,,,"797.990","763592"
statistics,"PNML","spec/PNML/Peterson-2.pnml","bipartite","bcm","0.2307","0.27827","0.000","50","7429","11406","25.132","28.697","1.980","8170"
performance,"PNML","spec/PNML/SafeBus-03-unfolded.pnml","bipartite","vgps",,,"0.000",,,,,,"0.470","3749"
performance,"PNML","spec/PNML/2D8_gradient_20x20_10.pnml","total","bs",,,"0.350",,,,,,"31.080","26290"
performance,"PNML","spec/PNML/Philosophers-100.pnml","total","bs",,,"0.030",,,,,,"0.330","3178"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0064DC0016.pnml","total","bs",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT2048DC0512.pnml","total","bk",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/parking_4_16.pnml","none","none",,,0,,,,,,"1.570",
performance,"PNML","spec/PNML/RAS-C-50.pnml","total","bcm",,,"0.010",,,,,,"0.210","2638"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT8192DC2048.pnml","total","vgps",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/RAS-C-10.pnml","bipartite","bk","0.1258","0.1398","0.000","9","692","887","4.89","4.987","0.010","478"
performance,"PNML","spec/PNML/MAPK-40.pnml","bipartite","Noack2",,,"0.000",,,,,,"18.280","68677"
performance,"PNML","spec/PNML/BridgeAndVehicles-V20-P10-N20-unfolded.pnml","bipartite","Noack2",,,"0.010",,,,,,"174.540","828805"
statistics,"PNML","spec/PNML/raft_06.pnml","total","bs","0.32412","0.46736","0.190","1335","529427","579384","78.68319","83.8208","255.460","156828"
statistics,"PNML","spec/PNML/IOTP_c3m3p3d3.pnml","bipartite","bcm","0.1255","0.1428","0.000","21","1862","2621","8.5128","9.3301","1.050","12825"
performance,"PNML","spec/PNML/TokenRing-15-unfolded.pnml","bipartite","vacm",,,"3.740",,,,,,"98.940","13993"
statistics,"PNML","spec/PNML/2D8_gradient_10x10_10.pnml","bipartite","bcm","0.10211","0.126","0.020","128","51985","62076","39.1059","44.6642","1.960","6490"
performance,"PNML","spec/PNML/Philosophers-200.pnml","total","vacm",,,"1.850",,,,,,"1.190","6381"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT2048DC1024.pnml","bipartite","Noack2",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/database2UNFOLD.pnml","none","none",,,0,,,,,,"0.020",
performance,"PNML","spec/PNML/UtahNoC.pnml","total","vgps",,,"0.830",,,,,,"1071.840","108574"
performance,"PNML","spec/PNML/BridgeAndVehicles-V10-P10-N10-unfolded.pnml","total","vacm",,,"0.010",,,,,,"110.420","202133"
performance,"PNML","spec/PNML/SwimmingPool-4.pnml","total","vcm",,,"0.000",,,,,,"111.460","151489"
performance,"PNML","spec/PNML/distributeur-01-unfolded-02.pnml","total","vgps",,,"0.010",,,,,,"0.000","85"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT2048DC1024.pnml","bipartite","Noack2","0.57","0.94","0.000","14","195","78","6.53","7.11","0.000","9"
performance,"PNML","spec/PNML/angiogenesis-15.pnml","total","bs",,,"0.000",,,,,,"890.700","1451847"
statistics,"PNML","spec/PNML/angiogenesis-10.pnml","bipartite","f","0.262","0.3522","0.000",,,,,,"597.490","1099483"
performance,"PNML","spec/PNML/MAPK-40.pnml","total","bk",,,"0.000",,,,,,"5.420","26023"
statistics,"PNML","spec/PNML/erk-000100.pnml","total","vcm","0.463","0.708","0.000","21","833","1120","12.79","13.85","1330.590","1082111"
performance,"PNML","spec/PNML/Kanban-5.pnml","total","vacm",,,"0.000",,,,,,"0.150","7692"
performance,"PNML","spec/PNML/simple_lbs-5.pnml","total","vacm",,,"0.030",,,,,,"1.640","20208"
performance,"PNML","spec/PNML/database2UNFOLD.pnml","total","bcm",,,"0.000",,,,,,"0.000","197"
performance,"PNML","spec/PNML/Kanban-5.pnml","total","vacm",,,"0.000",,,,,,"0.140","7692"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT2048DC1024.pnml","total","bcm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/2D8_gradient_5x5_10.pnml","bipartite","f",,,"0.000",,,,,,"0.300","1548"
performance,"PNML","spec/PNML/IBM5964.pnml","bipartite","bs",,,"0.000",,,,,,"0.080","1067"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0512DC0256.pnml","none","none",,,0,,,,,,"0.000",
performance,"PNML","spec/PNML/distributeur-01-unfolded-02.pnml","total","vacm",,,"0.000",,,,,,"0.010","136"
performance,"PNML","spec/PNML/RAS-C-5.pnml","bipartite","vgps",,,"0.000",,,,,,"0.000","244"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0256DC0064.pnml","none","none",,,0,,,,,,"0.000",
performance,"PNML","spec/PNML/IOTP_c1m1p1d1.pnml","total","bs",,,"0.000",,,,,,"0.050","728"
performance,"PNML","spec/PNML/Philosophers-5.pnml","bipartite","bcm",,,"0.000",,,,,,"0.000","137"
statistics,"PNML","spec/PNML/FMS-20.pnml","bipartite","vcm","0.216","0.272","0.000","6","229","349","4.929","5.106","2.120","31901"
performance,"PNML","spec/PNML/FMS-2.pnml","bipartite","bcm",,,"0.000",,,,,,"0.000","142"
statistics,"PNML","spec/PNML/CircularTrain-012.pnml","total","bk","0.358","0.487","0.000","20","1250","1880","10.85","11.26","0.000","283"
statistics,"PNML","spec/PNML/SafeBus-03-unfolded.pnml","bipartite","f","0.3705","0.5037","0.000",,,,,,"0.340","5072"
performance,"PNML","spec/PNML/sg-2-1-2.pnml","total","bs",,,"0.010",,,,,,"2.170","23055"
statistics,"PNML","spec/PNML/RAS-C-100.pnml","none","none","0.01325","0.0134565",0,"601","501700","5568","301.3","347.538","0.760","5347"
performance,"PNML","spec/PNML/MAPK-20.pnml","bipartite","Noack2",,,"0.000",,,,,,"1.060","8291"
statistics,"PNML","spec/PNML/closed_system2.pnml","total","vacm","0.11142","0.14492","0.100","157","92405","136200","69.91955","76.59362","4.690","22740"
performance,"PNML","spec/PNML/database4UNFOLD.pnml","bipartite","Noack2",,,"0.000",,,,,,"62.510","532481"
statistics,"PNML","spec/PNML/FMS-50.pnml","bipartite","bs","0.164","0.193","0.000","11","190","245","3.286","3.374","12.590","46127"
performance,"PNML","spec/PNML/2D8_gradient_5x5_50.pnml","total","bs",,,"0.010",,,,,,"49.250","98001"
performance,"PNML","spec/PNML/closed_system5.pnml","total","vacm",,,"0.070",,,,,,"6.310","33423"
performance,"PNML","spec/PNML/shared_memory-pt-5.pnml","bipartite","bs",,,"0.000",,,,,,"0.010","383"
performance,"PNML","spec/PNML/simple_lbs-5.pnml","bipartite","vcm",,,"0.000",,,,,,"1.670","19296"
performance,"PNML","spec/PNML/IBMB2S565S3960.pnml","bipartite","Noack1",,,"0.000",,,,,,"1253.320","8165703"
performance,"PNML","spec/PNML/circadian_clock-000100.pnml","bipartite","vcm",,,"0.000",,,,,,"58.160","1152518"
performance,"PNML","spec/PNML/RAS-C-15.pnml","total","bs",,,"0.010",,,,,,"0.020","768"
statistics,"PNML","spec/PNML/Philosophers-20.pnml","bipartite","bk","0.0773","0.08374","0.000","11","2123","3177","8.145","8.3627","0.020","657"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT8192DC4096.pnml","bipartite","bk",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/Philosophers-10.pnml","bipartite","bk",,,"0.000",,,,,,"0.010","317"
statistics,"PNML","spec/PNML/Peterson-3.pnml","bipartite","Noack1","0.12586","0.19954","0.000","574","186859","43068","160.826","177.836","124.970","111262"
performance,"PNML","spec/PNML/soli0_square5.pnml","bipartite","Noack2",,,"0.000",,,,,,"18.020","98969"
performance,"PNML","spec/PNML/FMS-10.pnml","total","vgps",,,"0.000",,,,,,"0.130","2819"
statistics,"PNML","spec/PNML/dekker-15.pnml","bipartite","vacm","0.72758","1.2666","0.010","266","71663","88897","149.079","170.956","133.080","1654780"
performance,"PNML","spec/PNML/parking_1_4.pnml","bipartite","bcm",,,"0.010",,,,,,"0.640","20662"
statistics,"PNML","spec/PNML/Philosophers-20.pnml","total","bs","0.0737","0.07967","0.020","43","10394","14142","12.5596","12.76","0.010","615"
performance,"PNML","spec/PNML/IBM703.pnml","bipartite","bk",,,"0.000",,,,,,"0.380","1589"
statistics,"PNML","spec/PNML/RAS-C-100.pnml","bipartite","bk","0.0132583","0.0134022","0.020","9","6812","8987","4.899","4.91701","0.730","5338"
statistics,"PNML","spec/PNML/HouseConstruction-020.pnml","total","bcm","0.212","0.265","0.000","16","1045","1602","8.579","9.385","1628.050","4282565"
performance,"PNML","spec/PNML/HouseConstruction-010.pnml","bipartite","bk",,,"0.000",,,,,,"6.040","178618"
performance,"PNML","spec/PNML/FMS-2.pnml","total","bs",,,"0.000",,,,,,"0.010","125"
performance,"PNML","spec/PNML/circadian_clock-000001.pnml","bipartite","bcm",,,"0.000",,,,,,"0.000","36"
performance,"PNML","spec/PNML/Philosophers-50.pnml","bipartite","f",,,"0.010",,,,,,"0.190","3470"
statistics,"PNML","spec/PNML/RAS-C-100.pnml","bipartite","bs","0.0132542","0.0134019","0.060","12","7673","9360","4.879","4.89336","0.720","5350"
statistics,"PNML","spec/PNML/simple_lbs-2.pnml","total","bcm","0.3889","0.5985","0.010","158","29352","39150","52.585","59.649","0.030","993"
performance,"PNML","spec/PNML/lamport_fmea-3.pnml","bipartite","f",,,"0.010",,,,,,"1.390","8150"
performance,"PNML","spec/PNML/rwmutex-r10w20.pnml","bipartite","bk",,,"0.000",,,,,,"0.430","23138"
performance,"PNML","spec/PNML/sg-2-1-2.pnml","bipartite","bk",,,"0.000",,,,,,"12.690","73774"
statistics,"PNML","spec/PNML/HouseConstruction-010.pnml","bipartite","f","0.192","0.233","0.000",,,,,,"10.710","146806"
performance,"PNML","spec/PNML/unf-8x8-4stageSEN-01.pnml","bipartite","vacm",,,"0.010",,,,,,"38.550","65553"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0512DC0128.pnml","bipartite","vgps",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/SwimmingPool-1.pnml","bipartite","vgps",,,"0.000",,,,,,"0.240","3504"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT1024DC0256.pnml","total","bk",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/rwmutex-r10w2000.pnml","bipartite","f",,,"3.460",,,,,,"637.530","280250"
statistics,"PNML","spec/PNML/Philosophers-200.pnml","total","bcm","0.007579","0.00763735","0.560","29","135347","218189","18.147885","18.49019","1.130","6377"
statistics,"PNML","spec/PNML/TokenRing-15-unfolded.pnml","bipartite","Noack2","0.358849","0.539054","0.070","3848","8105833","1215061","242.83264","246.83574","51.320","29096"
performance,"PNML","spec/PNML/cs_repetitions-2-unfolded.pnml","bipartite","f",,,"0.000",,,,,,"0.060","977"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0032DC0016.pnml","total","bs",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/MAPK-40.pnml","bipartite","bk",,,"0.000",,,,,,"29.070","91437"
performance,"PNML","spec/PNML/angiogenesis-01.pnml","bipartite","Noack2",,,"0.000",,,,,,"0.010","276"
performance,"PNML","spec/PNML/Philosophers-100.pnml","bipartite","vgps",,,"0.020",,,,,,"0.290","3174"
performance,"PNML","spec/PNML/2D8_gradient_30x30_10.pnml","bipartite","f",,,"1.120",,,,,,"1269.660","59290"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0064DC0032.pnml","total","bs",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/Philosophers-50.pnml","bipartite","bcm","0.030064","0.030986","0.010","11","5348","8110","8.368","8.55313","0.080","1578"
performance,"PNML","spec/PNML/rwmutex-r10w1000.pnml","bipartite","bcm",,,"0.220",,,,,,"581.160","1030067"
statistics,"PNML","spec/PNML/unf-8x8-4stageSEN-01.pnml","bipartite","bcm","0.38523","0.48083","0.030","333","167186","192561","105.638","124.325","45.780","74012"
performance,"PNML","spec/PNML/eratosthenes-200.pnml","bipartite","vacm",,,"0.010",,,,,,"0.240","352"
performance,"PNML","spec/PNML/rwmutex-r20w10.pnml","bipartite","bs",,,"0.000",,,,,,"17.770","252"
performance,"PNML","spec/PNML/RAS-R-3.pnml","none","none",,,0,,,,,,"0.000",
performance,"PNML","spec/PNML/FMS-2.pnml","bipartite","Noack2",,,"0.000",,,,,,"0.000","322"
performance,"PNML","spec/PNML/HouseConstruction-010.pnml","bipartite","vgps",,,"0.000",,,,,,"8.860","264418"
performance,"PNML","spec/PNML/angiogenesis-10.pnml","total","vacm",,,"0.000",,,,,,"1009.110","1566623"
performance,"PNML","spec/PNML/2-10_phaseVariation.pnml","none","none",,,0,,,,,,"0.140",
statistics,"PNML","spec/PNML/RAS-C-5.pnml","total","vcm","0.237","0.31","0.000","31","2417","3475","16.425","17.646","0.000","219"
performance,"PNML","spec/PNML/MAPK-20.pnml","bipartite","Noack1",,,"0.000",,,,,,"2.170","11807"
statistics,"PNML","spec/PNML/5-10_phaseVariation.pnml","bipartite","Noack2","0.43045","0.62371","0.010","753","322932","64929","71.63","73.5733","35.020","77370"
performance,"PNML","spec/PNML/MAPK-40.pnml","total","bcm",,,"0.000",,,,,,"13.640","54092"
performance,"PNML","spec/PNML/2D8_gradient_20x20_10.pnml","bipartite","vcm",,,"0.060",,,,,,"78.960","26290"
statistics,"PNML","spec/PNML/2D8_gradient_5x5_10.pnml","bipartite","bk","0.2222","0.2891","0.000","48","4806","5795","16.479","18.469","0.150","1551"
statistics,"PNML","spec/PNML/FMS-100.pnml","bipartite","f","0.175","0.224","0.000",,,,,,"537.240","417116"
statistics,"PNML","spec/PNML/RAS-C-20.pnml","bipartite","bk","0.06479","0.06834","0.000","9","1372","1787","4.895","4.9482","0.030","1018"
performance,"PNML","spec/PNML/Peterson-3.pnml","total","bk",,,"0.010",,,,,,"1540.480","252699"
statistics,"PNML","spec/PNML/Philosophers-500.pnml","bipartite","vgps","0.00303568","0.003045878","0.760","14","51214","78873","8.1598","8.5167012","7.730","15974"
performance,"PNML","spec/PNML/dekker-15.pnml","bipartite","vacm",,,"0.000",,,,,,"127.570","1654780"
statistics,"PNML","spec/PNML/MAPK-40.pnml","total","vcm","0.255","0.324","0.000","36","3073","4546","19.528","21.117","12.510","16008"
statistics,"PNML","spec/PNML/distributeur-01-unfolded-02.pnml","total","bs","0.4549","0.6644","0.030","488","103588","109873","25.8209","26.6104","0.000","97"
statistics,"PNML","spec/PNML/rwmutex-r20w10.pnml","bipartite","f","0.4125","0.5726","0.000",,,,,,"88.570","2392177"
statistics,"PNML","spec/PNML/Kanban-10.pnml","none","none","0.27","0.398",0,"29","601","165","10.03","11.28","0.710","4346"
performance,"PNML","spec/PNML/circadian_clock-000100.pnml","total","bk",,,"0.000",,,,,,"7.500","2118"
statistics,"PNML","spec/PNML/raft_04.pnml","bipartite","vcm","0.35227","0.54672","0.000","112","17119","18527","51.629","60.731","1525.890","2784826"
performance,"PNML","spec/PNML/open_system_0.pnml","total","vcm",,,"0.000",,,,,,"2.610","11556"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0128DC0064.pnml","bipartite","vacm",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/2D8_gradient_20x20_10.pnml","bipartite","bk","0.04549426","0.0473545","0.200","278","429950","518297","75.306183","85.165028","24.890","26290"
performance,"PNML","spec/PNML/lamport_fmea-4.pnml","total","bs",,,"0.020",,,,,,"34.160","71315"
performance,"PNML","spec/PNML/neoelection-2.unf.pnml","bipartite","vcm",,,"0.010",,,,,,"0.930","4706"
performance,"PNML","spec/PNML/MAPK-8.pnml","bipartite","bk",,,"0.000",,,,,,"0.160","1129"
performance,"PNML","spec/PNML/2D8_gradient_10x10_10.pnml","bipartite","bcm",,,"0.010",,,,,,"2.280","6490"
performance,"PNML","spec/PNML/unf-8x8-4stageSEN-01.pnml","none","none",,,0,,,,,,"20.370",
performance,"PNML","spec/PNML/rwmutex-r10w10.pnml","bipartite","vgps",,,"0.000",,,,,,"0.020","867"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT8192DC4096.pnml","bipartite","f",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/rwmutex-r10w100.pnml","total","vcm","0.51462","1.0157","0.360","1836","2937371","3626755","876.9856","1019.601","4.640","104867"
statistics,"PNML","spec/PNML/eratosthenes-200.pnml","bipartite","vcm","0.239301","0.336741","0.030","870","252540","202172","222.206","269.132","0.350","352"
performance,"PNML","spec/PNML/HouseConstruction-002.pnml","total","bs",,,"0.000",,,,,,"0.010","349"
performance,"PNML","spec/PNML/raft_02.pnml","none","none",,,0,,,,,,"0.060",
performance,"PNML","spec/PNML/rwmutex-r20w10.pnml","total","bcm",,,"0.000",,,,,,"502.300","12582991"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT2048DC0512.pnml","bipartite","bs","0.47","0.7","0.000","7","84","112","3.82","4.01","0.000","9"
statistics,"PNML","spec/PNML/UtahNoC.pnml","bipartite","bs","0.202372","0.263292","0.110","1062","339231","293633","74.02682","80.9678","248.230","32611"
performance,"PNML","spec/PNML/IBM703.pnml","bipartite","vgps",,,"0.010",,,,,,"0.700","1474"
statistics,"PNML","spec/PNML/CircularTrain-096.pnml","bipartite","bcm","0.049316","0.05134","0.000","10","2250","3186","5.8681","5.9272","16.170","74813"
statistics,"PNML","spec/PNML/neoelection-2.unf.pnml","bipartite","f","0.827616","1.4545","0.010",,,,,,"0.340","5481"
statistics,"PNML","spec/PNML/Philosophers-1000.pnml","total","bk","0.00166168","0.0016567851","24.780","33","712617","1144217","19.0290769","19.3294753","35.140","37453"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0016DC0008.pnml","none","none",,,0,,,,,,"0.000",
statistics,"PNML","spec/PNML/rwmutex-r10w20.pnml","bipartite","vcm","0.5367","1.009","0.000","77","7827","7046","46.831","51.681","0.360","25684"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0256DC0128.pnml","bipartite","Noack1",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/RAS-R-3.pnml","total","vacm",,,"0.000",,,,,,"0.000","42"
statistics,"PNML","spec/PNML/RAS-C-100.pnml","bipartite","vacm","0.01325","0.0134564","0.070","8","6800","8962","6.288","6.35814","0.790","5350"
statistics,"PNML","spec/PNML/eratosthenes-200.pnml","total","vacm","0.185714","0.266651","0.430","842","1148701","1454643","429.5248","477.9602","0.200","352"
performance,"PNML","spec/PNML/parking_1_4.pnml","total","bs",,,"0.010",,,,,,"0.040","704"
statistics,"PNML","spec/PNML/Philosophers-50.pnml","bipartite","f","0.038592","0.042091","0.020",,,,,,"0.200","3470"
statistics,"PNML","spec/PNML/rwmutex-r20w10.pnml","total","vgps","0.5104","0.8754","0.030","456","179900","218243","213.774","253.28","303.230","12582991"
performance,"PNML","spec/PNML/CircularTrain-192.pnml","bipartite","vacm",,,"0.030",,,,,,"574.590","547204"
performance,"PNML","spec/PNML/lamport_fmea-5.pnml","bipartite","f",,,"0.010",,,,,,"825.970","466291"
performance,"PNML","spec/PNML/closed_system1.pnml","total","vacm",,,"0.070",,,,,,"1.380","8468"
performance,"PNML","spec/PNML/RAS-R-10.pnml","bipartite","vgps",,,"0.000",,,,,,"0.020","214"
