"type","language","filename","graph","reordering","NES","NWES","time","bandwidth","profile","span","avgwavefront","RMSwavefront","reachtime","peaknodes"
statistics,"PNML","spec/PNML/closed_system5.pnml","bipartite","Noack1","0.084008","0.12285","0.010","394","96083","7481","122.088","138.487","2.800","12596"
performance,"PNML","spec/PNML/rwmutex-r10w10.pnml","bipartite","Noack2",,,"0.000",,,,,,"0.120","10294"
performance,"PNML","spec/PNML/Philosophers-1000.pnml","total","vcm",,,"2.130",,,,,,"32.780","31978"
statistics,"PNML","spec/PNML/TokenRing-5-unfolded.pnml","bipartite","Noack1","0.4266","0.6495","0.000","185","22241","7339","31.875","33.235","0.050","609"
performance,"PNML","spec/PNML/rwmutex-r10w50.pnml","bipartite","f",,,"0.010",,,,,,"0.570","7558"
performance,"PNML","spec/PNML/closed_system3.pnml","total","vgps",,,"0.000",,,,,,"7.180","29778"
performance,"PNML","spec/PNML/erk-000100.pnml","bipartite","Noack2",,,"0.000",,,,,,"940.640","546104"
performance,"PNML","spec/PNML/Peterson-3.pnml","total","bs",,,"0.040",,,,,,"192.670","116378"
performance,"PNML","spec/PNML/raft_03.pnml","bipartite","Noack2",,,"0.000",,,,,,"0.100","1588"
performance,"PNML","spec/PNML/RAS-C-20.pnml","bipartite","bs",,,"0.010",,,,,,"0.040","1030"
performance,"PNML","spec/PNML/sg-2-1-2.pnml","total","vgps",,,"0.000",,,,,,"4.740","12149"
statistics,"PNML","spec/PNML/simple_lbs-10.pnml","bipartite","Noack1","0.32432","0.56587","0.010","708","279341","49745","92.3935","95.839","1077.010","827613"
performance,"PNML","spec/PNML/lamport_fmea-4.pnml","total","bk",,,"0.010",,,,,,"97.000","268948"
statistics,"PNML","spec/PNML/closed_system4.pnml","total","vgps","0.099696","0.096665","0.050","121","77419","119012","48.39273","55.30084","6.150","32276"
performance,"PNML","spec/PNML/RAS-R-10.pnml","bipartite","f",,,"0.000",,,,,,"0.010","214"
statistics,"PNML","spec/PNML/rwmutex-r10w20.pnml","total","bcm","0.5238","0.7187","0.010","489","190341","223252","108.712","122.562","0.390","22627"
performance,"PNML","spec/PNML/BridgeAndVehicles-V20-P10-N20-unfolded.pnml","none","none",,,0,,,,,,"214.440",
performance,"PNML","spec/PNML/RAS-R-50.pnml","bipartite","vcm",,,"0.000",,,,,,"1.280","4352"
statistics,"PNML","spec/PNML/FMS-10.pnml","bipartite","bs","0.164","0.193","0.000","11","190","245","3.286","3.374","0.070","1447"
performance,"PNML","spec/PNML/simple_lbs-5.pnml","total","bk",,,"0.000",,,,,,"3.980","29107"
performance,"PNML","spec/PNML/SwimmingPool-2.pnml","total","vgps",,,"0.000",,,,,,"7.610","91539"
performance,"PNML","spec/PNML/SwimmingPool-4.pnml","bipartite","vcm",,,"0.000",,,,,,"119.470","151489"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0256DC0064.pnml","bipartite","vacm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/RAS-R-15.pnml","none","none",,,0,,,,,,"2.230",
statistics,"PNML","spec/PNML/closed_system3.pnml","bipartite","vgps","0.10773","0.1348","0.010","53","13040","18873","26.127","29.1225","8.010","32282"
performance,"PNML","spec/PNML/IOTP_c3m3p3d3.pnml","total","bk",,,"0.010",,,,,,"0.870","13493"
statistics,"PNML","spec/PNML/2-100_phaseVariation.pnml","total","vcm","0.758","1.52","0.010","197","62379","78962","126.486","138.723","636.990","424720"
performance,"PNML","spec/PNML/raft_04.pnml","none","none",,,0,,,,,,"0.730",
performance,"PNML","spec/PNML/SmallOperatingSystem-MT2048DC0512.pnml","bipartite","bk",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/Kanban-20.pnml","bipartite","Noack2",,,"0.000",,,,,,"89.310","609636"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT1024DC0256.pnml","bipartite","vacm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/ProductionCell.pnml","bipartite","Noack2",,,"0.010",,,,,,"224.820","515788"
statistics,"PNML","spec/PNML/2D8_gradient_5x5_50.pnml","total","bcm","0.2139","0.2753","0.010","115","33096","48392","45.4595","49.1239","138.970","182361"
performance,"PNML","spec/PNML/erk-000001.pnml","bipartite","Noack2",,,"0.000",,,,,,"0.000","30"
performance,"PNML","spec/PNML/raft_08.pnml","bipartite","Noack2",,,"0.010",,,,,,"388.770","865109"
performance,"PNML","spec/PNML/parking_4_32.pnml","none","none",,,0,,,,,,"4.290",
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0512DC0128.pnml","bipartite","bk","0.51","0.78","0.000","6","94","125","4.35","4.61","0.000","9"
performance,"PNML","spec/PNML/Philosophers-5.pnml","total","bk",,,"0.000",,,,,,"0.010","170"
performance,"PNML","spec/PNML/rwmutex-r10w20.pnml","bipartite","bs",,,"0.000",,,,,,"0.450","21623"
performance,"PNML","spec/PNML/RAS-C-100.pnml","bipartite","f",,,"0.040",,,,,,"0.640","5437"
statistics,"PNML","spec/PNML/rwmutex-r20w10.pnml","bipartite","bk","0.5183","0.7232","0.000","57","5961","6081","23.8","26.086","651.310","13107278"
performance,"PNML","spec/PNML/RAS-R-100.pnml","total","vacm",,,"0.010",,,,,,"10.450","17427"
statistics,"PNML","spec/PNML/2D8_gradient_30x30_10.pnml","bipartite","bk","0.02929866","0.0311954","1.350","376","1487974","1785593","114.03228","127.26339","98.590","59290"
performance,"PNML","spec/PNML/eratosthenes-500.pnml","total","vgps",,,"14.090",,,,,,"6.690","903"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0016DC0008.pnml","bipartite","vgps","0.53","0.82","0.000","6","93","131","4.53","4.81","0.000","9"
performance,"PNML","spec/PNML/FMS-2.pnml","total","bcm",,,"0.000",,,,,,"0.000","142"
performance,"PNML","spec/PNML/RAS-R-5.pnml","bipartite","Noack1",,,"0.000",,,,,,"0.010","100"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0128DC0032.pnml","total","bs","0.47","0.7","0.000","17","432","590","6.727","7.023","0.010","9"
performance,"PNML","spec/PNML/2-10_phaseVariation.pnml","total","bcm",,,"0.000",,,,,,"0.080","817"
performance,"PNML","spec/PNML/angiogenesis-10.pnml","bipartite","bs",,,"0.000",,,,,,"32.980","221032"
performance,"PNML","spec/PNML/Kanban-10.pnml","bipartite","vcm",,,"0.000",,,,,,"2.230","29326"
performance,"PNML","spec/PNML/open_system_0.pnml","bipartite","vgps",,,"0.000",,,,,,"4.840","24044"
performance,"PNML","spec/PNML/RAS-R-50.pnml","bipartite","f",,,"0.000",,,,,,"1.310","4363"
performance,"PNML","spec/PNML/FMS-2.pnml","bipartite","Noack1",,,"0.000",,,,,,"0.020","322"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT8192DC4096.pnml","bipartite","Noack2",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/CircularTrain-096.pnml","bipartite","vgps",,,"0.000",,,,,,"10.540","77574"
statistics,"PNML","spec/PNML/FMS-10.pnml","bipartite","vacm","0.216","0.272","0.000","7","229","335","4.81","5.047","0.220","5472"
statistics,"PNML","spec/PNML/Philosophers-500.pnml","total","bs","0.00312928","0.003152438","22.550","58","269546","350972","11.6766923","11.8820129","8.420","16679"
performance,"PNML","spec/PNML/Kanban-10.pnml","bipartite","bk",,,"0.000",,,,,,"2.720","28438"
statistics,"PNML","spec/PNML/lamport_fmea-3.pnml","bipartite","Noack2","0.22083","0.29958","0.010","243","36215","7747","55.918","63.408","1.830","7402"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0016DC0008.pnml","bipartite","vgps",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/lamport_fmea-2.pnml","none","none",,,0,,,,,,"0.080",
performance,"PNML","spec/PNML/2D8_gradient_5x5_50.pnml","total","bcm",,,"0.000",,,,,,"139.800","182361"
performance,"PNML","spec/PNML/closed_system1.pnml","total","vgps",,,"0.010",,,,,,"1.220","8413"
statistics,"PNML","spec/PNML/soli0_square5.pnml","bipartite","vcm","0.319","0.4347","0.000","39","3550","5562","22.403","24.224","30.970","158200"
statistics,"PNML","spec/PNML/BridgeAndVehicles-V20-P10-N50-unfolded.pnml","none","none","0.684678","1.28592",0,"2258","2905587","327045","103.9692","105.5119","749.860","294358"
performance,"PNML","spec/PNML/RAS-C-10.pnml","bipartite","bcm",,,"0.000",,,,,,"0.010","478"
statistics,"PNML","spec/PNML/IOTP_c3m3p3d3.pnml","total","bs","0.1205","0.1604","0.010","199","11935","13372","13.0528","14.2796","1.390","9669"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0128DC0064.pnml","bipartite","f",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/eratosthenes-500.pnml","bipartite","bcm",,,"0.060",,,,,,"4.720","903"
statistics,"PNML","spec/PNML/CircularTrain-024.pnml","bipartite","Noack1","0.1788","0.2652","0.000","65","2951","664","27.85","31.4","0.030","1464"
statistics,"PNML","spec/PNML/parking_4_16.pnml","bipartite","f","0.0633476","0.0701568","0.040",,,,,,"13.940","99739"
performance,"PNML","spec/PNML/Philosophers-100.pnml","total","vacm",,,"0.410",,,,,,"0.290","3181"
performance,"PNML","spec/PNML/distributeur-01-unfolded-02.pnml","total","bs",,,"0.010",,,,,,"0.000","97"
statistics,"PNML","spec/PNML/2D8_gradient_30x30_10.pnml","bipartite","vacm","0.02930255","0.03067457","12.890","360","1486237","1782375","149.5554","168.29436","123.350","59297"
performance,"PNML","spec/PNML/erk-000010.pnml","total","vgps",,,"0.000",,,,,,"0.050","946"
performance,"PNML","spec/PNML/raft_06.pnml","bipartite","f",,,"0.020",,,,,,"70.810","83939"
performance,"PNML","spec/PNML/TokenRing-15-unfolded.pnml","total","bcm",,,"0.150",,,,,,"38.750","16206"
performance,"PNML","spec/PNML/shared_memory-pt-10.pnml","total","vacm",,,"0.010",,,,,,"13.040","282099"
statistics,"PNML","spec/PNML/rwmutex-r10w20.pnml","bipartite","Noack2","0.3586","0.4988","0.000","115","10532","3853","44.785","49.994","0.190","14472"
performance,"PNML","spec/PNML/2D8_gradient_5x5_10.pnml","total","vcm",,,"0.000",,,,,,"0.460","1707"
statistics,"PNML","spec/PNML/simple_lbs-2.pnml","total","bk","0.4104","0.6301","0.010","161","30524","40506","54.839","62.817","0.050","1339"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT2048DC1024.pnml","bipartite","bcm",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/simple_lbs-2.pnml","bipartite","vacm","0.409","0.6523","0.000","32","1800","2501","18","20.33","0.040","751"
performance,"PNML","spec/PNML/rwmutex-r10w50.pnml","bipartite","bcm",,,"0.000",,,,,,"1.720","53467"
performance,"PNML","spec/PNML/IOTP_c3m3p3d3.pnml","total","bcm",,,"0.000",,,,,,"1.030","12825"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT8192DC4096.pnml","none","none",,,0,,,,,,"0.000",
performance,"PNML","spec/PNML/RAS-C-5.pnml","none","none",,,0,,,,,,"0.000",
statistics,"PNML","spec/PNML/dekker-10.pnml","bipartite","bk","0.7192","1.277","0.010","126","13131","10851","30.359","32.763","4.060","35618"
performance,"PNML","spec/PNML/shared_memory-pt-10.pnml","bipartite","vacm",,,"0.010",,,,,,"16.000","303993"
performance,"PNML","spec/PNML/CircularTrain-012.pnml","bipartite","vgps",,,"0.000",,,,,,"0.000","287"
performance,"PNML","spec/PNML/lamport_fmea-3.pnml","bipartite","Noack2",,,"0.000",,,,,,"1.790","7402"
statistics,"PNML","spec/PNML/TokenRing-5-unfolded.pnml","total","vcm","0.3186","0.4404","0.010","341","111666","130788","147.015","170.225","0.050","500"
performance,"PNML","spec/PNML/rwmutex-r10w500.pnml","total","bs",,,"4.650",,,,,,"186.620","229089"
performance,"PNML","spec/PNML/raft_04.pnml","bipartite","f",,,"0.000",,,,,,"1.390","5334"
performance,"PNML","spec/PNML/closed_system5.pnml","total","bcm",,,"0.010",,,,,,"4.470","26026"
performance,"PNML","spec/PNML/cs_repetitions-3-unfolded.pnml","bipartite","Noack1",,,"0.000",,,,,,"49.600","110955"
performance,"PNML","spec/PNML/rwmutex-r20w10.pnml","bipartite","vacm",,,"0.000",,,,,,"252.800","12582991"
performance,"PNML","spec/PNML/MAPK-80.pnml","bipartite","bcm",,,"0.000",,,,,,"510.350","376962"
performance,"PNML","spec/PNML/rwmutex-r10w20.pnml","none","none",,,0,,,,,,"0.200",
performance,"PNML","spec/PNML/simple_lbs-2.pnml","bipartite","f",,,"0.000",,,,,,"0.070","712"
statistics,"PNML","spec/PNML/RAS-C-10.pnml","bipartite","bcm","0.1258","0.1398","0.000","9","692","887","4.89","4.987","0.010","478"
performance,"PNML","spec/PNML/FMS-100.pnml","total","bk",,,"0.000",,,,,,"1734.560","598325"
performance,"PNML","spec/PNML/raft_04.pnml","total","vacm",,,"0.010",,,,,,"2.350","41832"
statistics,"PNML","spec/PNML/Kanban-20.pnml","bipartite","vgps","0.266","0.337","0.000","6","157","221","4.094","4.298","10.260","39367"
performance,"PNML","spec/PNML/eratosthenes-200.pnml","total","vgps",,,"0.460",,,,,,"0.440","352"
statistics,"PNML","spec/PNML/rwmutex-r10w1000.pnml","bipartite","vgps","0.6658123","1.322624","6.080","3004","8314281","8502576","1474.4758","1610.0733","824.170","565048"
statistics,"PNML","spec/PNML/BridgeAndVehicles-V10-P10-N10-unfolded.pnml","bipartite","vacm","0.66168","1.0958","0.000","275","66953","89637","137.682","162.274","143.530","237570"
performance,"PNML","spec/PNML/2D8_gradient_40x40_10.pnml","bipartite","bk",,,"1.010",,,,,,"260.480","105490"
statistics,"PNML","spec/PNML/CircularTrain-096.pnml","bipartite","Noack2","0.046332","0.067335","0.000","274","45145","7148","107.59","122.25","5.940","22598"
statistics,"PNML","spec/PNML/CircularTrain-192.pnml","total","vacm","0.024658","0.025435","0.110","17","20829","34912","14.82738","14.91574","614.160","547283"
statistics,"PNML","spec/PNML/HouseConstruction-002.pnml","total","vacm","0.214","0.267","0.000","15","1008","1524","9.284","9.894","0.010","531"
statistics,"PNML","spec/PNML/MAPK-80.pnml","bipartite","bs","0.212","0.271","0.000","16","395","472","4.154","4.274","1497.330","790424"
statistics,"PNML","spec/PNML/2D8_gradient_5x5_50.pnml","none","none","0.1956","0.2396",0,"148","15425","2120","17.615","18.841","458.260","562008"
statistics,"PNML","spec/PNML/CircularTrain-048.pnml","bipartite","vacm","0.09657","0.1064","0.010","8","1104","1567","6.8056","6.9692","0.830","9838"
statistics,"PNML","spec/PNML/closed_system4.pnml","bipartite","vcm","0.15803","0.18231","0.010","80","19385","28980","38.9885","43.505","9.400","60116"
statistics,"PNML","spec/PNML/parking_1_4.pnml","total","bk","0.3567","0.542","0.010","143","44293","62131","59.6935","67.7197","0.510","23066"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0032DC0008.pnml","total","vcm","0.53","0.82","0.000","19","595","840","11.45","12.49","0.000","9"
performance,"PNML","spec/PNML/2D8_gradient_5x5_50.pnml","bipartite","Noack1",,,"0.000",,,,,,"898.660","936944"
statistics,"PNML","spec/PNML/CircularTrain-192.pnml","total","bcm","0.02459","0.025095","0.040","19","21908","34877","12.20461","12.29502","631.420","546523"
performance,"PNML","spec/PNML/rwmutex-r10w1000.pnml","total","vgps",,,"2.910",,,,,,"118.200","132372"
statistics,"PNML","spec/PNML/lamport_fmea-2.pnml","bipartite","vcm","0.3344","0.4231","0.000","62","6129","8523","30.176","32.971","0.090","1265"
performance,"PNML","spec/PNML/cs_repetitions-2-unfolded.pnml","bipartite","bk",,,"0.000",,,,,,"0.060","1157"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0256DC0064.pnml","bipartite","f",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/BridgeAndVehicles-V04-P05-N02-unfolded.pnml","total","vacm","0.5968","0.93","0.010","208","42233","55838","98.7184","115.127","0.380","4625"
performance,"PNML","spec/PNML/FMS-5.pnml","total","vcm",,,"0.000",,,,,,"0.030","1168"
performance,"PNML","spec/PNML/rwmutex-r10w100.pnml","total","bs",,,"0.200",,,,,,"0.570","883"
performance,"PNML","spec/PNML/TokenRing-10-unfolded.pnml","bipartite","Noack2",,,"0.010",,,,,,"2.310","4459"
statistics,"PNML","spec/PNML/SwimmingPool-6.pnml","total","vcm","0.49","0.75","0.000","11","338","495","8.028","8.529","1047.580","487229"
performance,"PNML","spec/PNML/Peterson-3.pnml","total","vgps",,,"0.030",,,,,,"593.170","188235"
statistics,"PNML","spec/PNML/Philosophers-20.pnml","bipartite","vgps","0.0733","0.07942","0.000","10","1959","2953","7.81","8.1829","0.010","614"
statistics,"PNML","spec/PNML/IOTP_c3m3p3d3.pnml","total","vacm","0.1319","0.1512","0.000","36","9886","15245","23.8522","25.2354","1.300","13225"
statistics,"PNML","spec/PNML/QCertifProtocol_02-unfold.pnml","total","vgps","0.1836","0.2164","0.000","57","11485","18886","24.3479","25.7972","0.060","2392"
statistics,"PNML","spec/PNML/SwimmingPool-2.pnml","bipartite","vgps","0.49","0.75","0.000","5","77","92","4","4.24","4.310","21749"
performance,"PNML","spec/PNML/raft_06.pnml","bipartite","Noack2",,,"0.010",,,,,,"28.580","140216"
performance,"PNML","spec/PNML/lamport_fmea-3.pnml","none","none",,,0,,,,,,"2.050",
statistics,"PNML","spec/PNML/RAS-C-100.pnml","bipartite","Noack2","0.0124333","0.0125753","0.020","997","503190","5372","301.3","347.538","0.750","4869"
statistics,"PNML","spec/PNML/unf-8x8-4stageSEN-01.pnml","none","none","0.45556","0.7445",0,"618","328990","72929","112.683","125.055","18.560","50501"
performance,"PNML","spec/PNML/RAS-C-10.pnml","total","vacm",,,"0.000",,,,,,"0.030","478"
statistics,"PNML","spec/PNML/distributeur-01-unfolded-02.pnml","bipartite","vcm","0.5602","0.9713","0.000","64","4563","5874","34.16","40.17","0.010","155"
performance,"PNML","spec/PNML/SafeBus-06-unfolded.pnml","bipartite","f",,,"0.010",,,,,,"877.930","531335"
statistics,"PNML","spec/PNML/rwmutex-r10w500.pnml","bipartite","Noack1","0.3317285","0.4641917","0.260","2047","2676526","865425","641.8205","724.4237","34.770","225810"
performance,"PNML","spec/PNML/SwimmingPool-6.pnml","bipartite","vacm",,,"0.000",,,,,,"1021.630","487229"
performance,"PNML","spec/PNML/raft_05.pnml","none","none",,,0,,,,,,"2.430",
performance,"PNML","spec/PNML/Philosophers-100.pnml","bipartite","bk",,,"0.010",,,,,,"0.450","3377"
performance,"PNML","spec/PNML/BridgeAndVehicles-V04-P05-N02-unfolded.pnml","bipartite","vacm",,,"0.000",,,,,,"0.300","4152"
statistics,"PNML","spec/PNML/open_system_0.pnml","total","bk","0.14403","0.1589","0.030","173","92203","140005","61.5245","73.7209","6.560","26810"
performance,"PNML","spec/PNML/MAPK-8.pnml","total","vgps",,,"0.000",,,,,,"0.030","964"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT1024DC0512.pnml","bipartite","vacm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/IBMB2S565S3960.pnml","bipartite","bs",,,"0.000",,,,,,"126.060","809769"
performance,"PNML","spec/PNML/cs_repetitions-4-unfolded.pnml","bipartite","bs",,,"0.000",,,,,,"172.030","145105"
performance,"PNML","spec/PNML/shared_memory-pt-5.pnml","total","vgps",,,"0.010",,,,,,"0.030","1362"
performance,"PNML","spec/PNML/CircularTrain-192.pnml","bipartite","Noack1",,,"0.000",,,,,,"158.650","148026"
statistics,"PNML","spec/PNML/RAS-R-3.pnml","bipartite","bk","0.42","0.61","0.000","6","109","135","3.95","4.1","0.000","47"
performance,"PNML","spec/PNML/Philosophers-20.pnml","total","bcm",,,"0.000",,,,,,"0.010","617"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0064DC0032.pnml","bipartite","vgps",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/TokenRing-5-unfolded.pnml","total","bk",,,"0.010",,,,,,"0.060","462"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT2048DC1024.pnml","bipartite","bk",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/RAS-R-20.pnml","total","bcm","0.07768","0.08254","0.000","17","3309","5445","8.63975","8.81169","0.080","775"
statistics,"PNML","spec/PNML/rwmutex-r10w50.pnml","none","none","0.62321","0.99726",0,"229","41200","17781","81.824","91.583","0.520","12656"
statistics,"PNML","spec/PNML/SwimmingPool-2.pnml","total","bk","0.63","1","0.000","15","448","630","8.833","9.422","16.370","124255"
performance,"PNML","spec/PNML/cs_repetitions-2-unfolded.pnml","bipartite","bs",,,"0.000",,,,,,"0.030","923"
statistics,"PNML","spec/PNML/QCertifProtocol_06-unfold.pnml","bipartite","Noack1","0.24658","0.30125","0.000","369","85105","18036","138.531","161.583","58.730","2022649"
performance,"PNML","spec/PNML/IOTP_c5m4p3d2.pnml","bipartite","bs",,,"0.000",,,,,,"2.100","34059"
statistics,"PNML","spec/PNML/raft_04.pnml","total","bcm","0.28295","0.38214","0.010","350","156453","209333","117.275","131.483","4.250","27485"
performance,"PNML","spec/PNML/RAS-R-3.pnml","total","vacm",,,"0.000",,,,,,"0.000","42"
performance,"PNML","spec/PNML/HouseConstruction-005.pnml","bipartite","bcm",,,"0.000",,,,,,"0.220","9227"
performance,"PNML","spec/PNML/IBM319.pnml","none","none",,,0,,,,,,"2.860",
statistics,"PNML","spec/PNML/RAS-R-15.pnml","bipartite","f","0.1","0.1112","0.000",,,,,,"0.060","416"
statistics,"PNML","spec/PNML/RAS-C-50.pnml","none","none","0.026333","0.027152",0,"301","125850","2768","151.3","174.334","0.190","2647"
performance,"PNML","spec/PNML/raft_02.pnml","bipartite","vcm",,,"0.000",,,,,,"0.010","373"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT4096DC2048.pnml","bipartite","bk",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/Kanban-20.pnml","bipartite","Noack2","0.242","0.314","0.000","31","606","158","10.03","11.28","89.700","609636"
performance,"PNML","spec/PNML/IBM319.pnml","none","none",,,0,,,,,,"2.710",
performance,"PNML","spec/PNML/RAS-C-50.pnml","total","bk",,,"0.010",,,,,,"0.190","2925"
performance,"PNML","spec/PNML/eratosthenes-020.pnml","total","bcm",,,"0.000",,,,,,"0.000","30"
statistics,"PNML","spec/PNML/rwmutex-r10w100.pnml","bipartite","Noack1","0.33071","0.4581","0.020","447","126958","40429","142.053","160.349","1.340","49670"
performance,"PNML","spec/PNML/philo_dyn-3-unfolded.pnml","bipartite","bcm",,,"0.000",,,,,,"0.050","647"
performance,"PNML","spec/PNML/dekker-15.pnml","total","vcm",,,"0.000",,,,,,"63.830","1654773"
performance,"PNML","spec/PNML/eratosthenes-010.pnml","bipartite","bk",,,"0.000",,,,,,"0.000","14"
performance,"PNML","spec/PNML/IOTP_c1m1p1d1.pnml","total","vgps",,,"0.000",,,,,,"0.050","836"
statistics,"PNML","spec/PNML/MAPK-40.pnml","total","bs","0.191","0.239","0.000","35","1889","2555","8.3099","8.5679","30.100","93217"
statistics,"PNML","spec/PNML/CircularTrain-024.pnml","bipartite","f","0.2457","0.3085","0.000",,,,,,"0.120","3589"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0064DC0032.pnml","total","vacm","0.53","0.82","0.000","19","595","840","11.45","12.49","0.000","9"
statistics,"PNML","spec/PNML/RAS-R-50.pnml","total","vacm","0.031912","0.033202","0.020","14","8123","13400","9.63466","9.7256","1.170","4352"
performance,"PNML","spec/PNML/IOTP_c1m1p1d1.pnml","bipartite","Noack2",,,"0.000",,,,,,"0.050","801"
statistics,"PNML","spec/PNML/MAPK-8.pnml","total","bcm","0.315","0.452","0.000","34","3179","4734","14.845","16.421","0.060","1044"
statistics,"PNML","spec/PNML/Philosophers-500.pnml","bipartite","Noack1","0.00311664","0.004212897","0.240","4835","14256395","3709487","1599.082","1783.0903","18.290","16973"
performance,"PNML","spec/PNML/cs_repetitions-2-unfolded.pnml","total","bk",,,"0.000",,,,,,"0.050","975"
statistics,"PNML","spec/PNML/Philosophers-10.pnml","total","vacm","0.1448","0.172","0.010","35","6495","9377","22.904","23.884","0.010","301"
statistics,"PNML","spec/PNML/2-10_phaseVariation.pnml","bipartite","f","0.578","0.94","0.000",,,,,,"0.040","335"
performance,"PNML","spec/PNML/SwimmingPool-5.pnml","bipartite","bs",,,"0.000",,,,,,"744.450","1624425"
statistics,"PNML","spec/PNML/erk-000010.pnml","none","none","0.488","0.763",0,"15","306","128","7.45","8.24","0.440","15246"
performance,"PNML","spec/PNML/soli0_square5.pnml","bipartite","f",,,"0.000",,,,,,"22.990","109464"
statistics,"PNML","spec/PNML/RAS-R-5.pnml","total","bk","0.275","0.348","0.000","16","934","1429","8.72","9.172","0.000","84"
performance,"PNML","spec/PNML/SafeBus-06-unfolded.pnml","bipartite","f",,,"0.010",,,,,,"848.620","531335"
statistics,"PNML","spec/PNML/shared_memory-pt-10.pnml","total","vcm","0.53399","1.016","0.050","550","516047","694964","356.3457","393.5412","14.030","279109"
performance,"PNML","spec/PNML/database2UNFOLD.pnml","bipartite","vacm",,,"0.000",,,,,,"0.000","231"
performance,"PNML","spec/PNML/simple_lbs-2.pnml","bipartite","vacm",,,"0.000",,,,,,"0.030","751"
performance,"PNML","spec/PNML/erk-000001.pnml","bipartite","vacm",,,"0.000",,,,,,"0.000","36"
statistics,"PNML","spec/PNML/IBM5964.pnml","bipartite","bk","0.050059","0.058911","0.010","26","5324","7781","10.1542","11.2617","0.090","1400"
performance,"PNML","spec/PNML/FMS-5.pnml","bipartite","Noack1",,,"0.000",,,,,,"0.060","2747"
performance,"PNML","spec/PNML/IBM703.pnml","bipartite","Noack1",,,"0.000",,,,,,"0.510","2449"
performance,"PNML","spec/PNML/angiogenesis-01.pnml","total","bcm",,,"0.000",,,,,,"0.020","384"
performance,"PNML","spec/PNML/angiogenesis-01.pnml","bipartite","bs",,,"0.000",,,,,,"0.010","318"
performance,"PNML","spec/PNML/BridgeAndVehicles-V20-P10-N50-unfolded.pnml","none","none",,,0,,,,,,"631.480",
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0512DC0128.pnml","total","bk",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/IBM319.pnml","bipartite","bs","0.037128","0.039914","0.000","66","4912","5279","6.80046","7.7131","0.140","1442"
statistics,"PNML","spec/PNML/cs_repetitions-2-unfolded.pnml","bipartite","Noack2","0.321","0.474","0.000","48","1622","580","16.16","17.68","0.030","722"
statistics,"PNML","spec/PNML/raft_03.pnml","none","none","0.2969","0.4125",0,"150","14011","3908","33.331","36.467","0.140","1122"
performance,"PNML","spec/PNML/5-10_phaseVariation.pnml","bipartite","bcm",,,"0.010",,,,,,"54.610","127082"
performance,"PNML","spec/PNML/IOTP_c5m4p3d2.pnml","total","vacm",,,"0.000",,,,,,"3.660","49363"
performance,"PNML","spec/PNML/philo_dyn-3-unfolded.pnml","total","vcm",,,"0.000",,,,,,"0.020","520"
performance,"PNML","spec/PNML/QCertifProtocol_06-unfold.pnml","bipartite","bk",,,"0.010",,,,,,"58.510","1031729"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0256DC0128.pnml","total","bcm",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/philo_dyn-3-unfolded.pnml","bipartite","bs","0.5","0.6969","0.000","95","5945","4679","13.36","14.142","0.050","637"
performance,"PNML","spec/PNML/HouseConstruction-020.pnml","total","vcm",,,"0.000",,,,,,"1068.670","4305840"
performance,"PNML","spec/PNML/BridgeAndVehicles-V20-P20-N50-unfolded.pnml","none","none",,,0,,,,,,"837.600",
